0;0;0;0;land;false;unknown;0
1;139;226;158;land;false;plains;1
2;203;246;103;land;false;desert;1
3;169;246;128;land;false;forest;1
4;244;195;165;land;true;plains;1
5;220;239;190;land;false;plains;1
6;107;206;237;land;true;plains;1
7;236;89;178;land;false;plains;1
8;206;226;209;land;false;desert;1
9;250;228;63;land;false;mountain;1
10;158;158;220;land;false;plains;1
11;229;220;201;land;true;plains;1
12;158;137;244;land;false;desert;1
13;136;224;223;land;true;plains;1
14;235;209;137;land;false;mountain;1
15;243;212;137;land;false;plains;1
16;42;249;217;land;false;forest;1
17;236;221;199;land;false;plains;1
18;231;231;70;land;false;plains;1
19;150;217;195;land;false;plains;1
20;158;218;236;land;false;plains;1
21;177;251;239;land;true;hills;1
22;240;254;145;land;false;mountain;1
23;239;174;236;land;true;plains;1
24;242;123;205;land;true;plains;1
25;170;223;232;land;false;plains;1
26;114;254;165;land;false;plains;1
27;249;219;56;land;false;mountain;1
28;180;99;229;land;false;plains;1
29;154;127;244;land;false;mountain;1
30;241;221;117;land;false;plains;1
31;131;121;253;land;false;plains;1
32;243;194;242;land;false;plains;1
33;238;239;94;land;false;plains;1
34;239;165;167;land;false;plains;1
35;137;236;201;land;false;plains;1
36;246;83;227;land;false;mountain;1
37;79;200;253;land;false;plains;1
38;180;190;152;land;false;plains;1
39;233;243;69;land;false;desert;1
40;222;129;209;land;false;hills;1
41;56;248;232;land;false;plains;1
42;169;138;214;land;false;plains;1
43;62;210;234;land;true;plains;1
44;95;251;216;land;false;plains;1
45;199;159;148;land;true;plains;1
46;217;213;168;land;false;forest;1
47;226;189;179;land;false;plains;1
48;163;223;150;land;false;plains;1
49;222;149;249;land;true;plains;1
50;181;94;238;land;false;forest;1
51;195;182;181;land;false;plains;1
52;231;251;216;land;false;plains;1
53;220;145;204;land;false;plains;1
54;210;117;189;land;false;plains;1
55;232;124;169;land;true;plains;1
56;243;248;79;land;false;plains;1
57;196;151;193;land;true;hills;1
58;169;252;114;land;false;plains;1
59;147;254;133;land;false;plains;1
60;204;200;171;land;false;plains;1
61;250;221;57;land;false;mountain;1
62;150;206;185;land;false;plains;1
63;186;168;220;land;false;plains;1
64;249;156;143;land;true;plains;1
65;205;252;206;land;false;plains;1
66;63;227;252;land;true;plains;1
67;245;230;53;land;false;plains;1
68;228;139;158;land;false;plains;1
69;95;235;227;land;false;plains;1
70;187;203;119;land;false;marsh;1
71;191;166;191;land;false;plains;1
72;210;189;237;land;false;forest;1
73;143;170;247;land;false;mountain;1
74;176;184;231;land;false;plains;1
75;156;204;158;land;false;plains;1
76;82;248;204;land;false;plains;1
77;215;252;131;land;false;plains;1
78;242;243;172;land;false;plains;1
79;127;189;225;land;false;plains;1
80;230;194;158;land;false;plains;1
81;209;230;96;land;false;plains;1
82;248;125;171;land;false;forest;1
83;242;247;48;land;false;forest;1
84;92;239;243;land;false;plains;1
85;215;156;162;land;false;plains;1
86;235;146;145;land;false;plains;1
87;103;241;180;land;false;hills;1
88;199;166;145;land;false;plains;1
89;252;226;248;land;false;plains;1
90;233;220;100;land;false;plains;1
91;200;143;213;land;true;plains;1
92;205;163;207;land;false;forest;1
93;88;213;213;land;false;plains;1
94;234;87;219;land;false;plains;1
95;104;209;250;land;false;forest;1
